Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,Madagascar,MDG,7.39190795377401,..,8.71032254858013,8.36825325568717,8.78558990790621,8.44113208180377,8.94530803668372,9.24485087236574,9.96439235308995,10.2158473066606,10.5244277546784,..
Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,Malawi,MWI,..,..,15.4518437508225,13.5570747854235,14.1290373017969,15.9341360009702,15.2421953659732,15.4890813193579,17.2879238401768,17.3891707531498,17.2536670025293,..
Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,Malaysia,MYS,..,13.6669089031737,14.794353171378,15.613146742555,15.310235280489,14.8407907140268,14.0568621293393,13.5507251724192,12.9459662411797,12.0252283560742,11.9525083649008,..
Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,Maldives,MDV,13.9623192639112,13.796110041301,..,..,..,..,..,..,..,..,..,..
Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,Mali,MLI,..,10.7850780299968,12.5452140284448,12.9913134646021,13.0329665961324,12.6466400471577,14.0951093886952,15.3959707239547,15.8828451038729,11.6697373131735,14.501737538452,..
Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,Malta,MLT,42.4343268358167,48.5852718385086,25.8081278492337,25.6916731288311,25.7381547682427,25.9932861913314,24.3383576689848,25.2357720933326,25.6970373022559,25.9665031792027,25.8854245230144,..
Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,Marshall Islands,MHL,..,..,16.8394977172879,16.1913609748309,16.3727977692941,15.9692662549847,17.2731224769718,17.4658044739088,17.6896613601026,17.8142427173058,..,..
Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..
Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,Mauritius,MUS,19.6468052738337,16.953664022797,18.0045184138976,18.6217074867957,18.3666087535614,18.4661864705072,8.99395695949919,18.1284135107472,18.546871105925,19.1247260086108,19.9433412862925,..
Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,Mexico,MEX,11.8483646611837,9.57286143756433,10.0124026674765,9.77301560493986,10.294578624308,10.6256050549437,12.7823935220231,13.5343603549909,13.0356726825138,13.0652726103322,..,..
Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,"Micronesia, Fed. Sts.",FSM,..,..,4.96407310466763,4.89180155643093,5.46654155675152,12.5440666117082,5.41824367855025,6.00349148812455,10.4078806698616,25.1962738500986,..,..
Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,Moldova,MDA,..,14.7257496118183,15.2403271612774,15.5953463259033,15.4696359631486,16.637494863151,16.4012368212384,16.2457922654319,17.4426122320836,17.6916295246373,17.3125803189446,..
Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
